video_id,title,description,transcript,url,published_at,content_type
682da3c1b723029f5eea7d09,Which Car should YOU Buy?,,forget about driving your dream car if you don't know this there's a new trend where people aren't interested in buying the base model anymore they want sunroofs better music and other features which can take the cost to a new level so now if you can still afford the car stop and ask yourself can you really afford the running cost of the car this is actually quite a lot if you add up all these things over here the actual running cost is way more than you predicted which means you should now consider can you really afford it,https://youtube.com/watch?v=682da3c1b723029f5eea7d09,2025-02-15T14:00:21,short
68980bb3988583ce9f1da3b9,Real Truth Behind 'Saiyaara' Song! 😳,#shorts #kishorekumar #ai #saiyaara #yrf,"It's like Kishora never left us. But this isn't real. This guy sang the song and used AI to turn it into Kishor Dha's voice. Then this guy gave it that old retro vibe. AI brought back the legend's voice to life and fans just can't get enough. With many begging to have it on Spotify, except they can't release it. The original song belongs to a big film label and Kishora's voice isn't theirs to sell. But here's the often overlooked beauty of AI.",https://youtube.com/watch?v=68980bb3988583ce9f1da3b9,2025-08-09T12:49:30,short
69461198e2288bd1ac6c8be9,Surat’s Secret Diamond Network 🕸️,https://www.pib.gov.in/newsite/PrintRelease.aspx,"India quietly moves crows worth of diamonds and cash on trains without paperwork, insurance or formal tracking and somehow nothing breaks. Surat polishes nearly 90% of the world's diamonds. But the real backbone is not the factories. It is a secret career network. A huge chunk of Gujarat's diamond trade still runs on Angaras families who carry jewelry and cash in simple bags from city to city with no invoices, no insurance, just trust. Industry insiders say a massive portion of Gujarat's diamond economy still depends on them, not banks. And that invisible network quietly keeps the global diamond supply",https://youtube.com/watch?v=69461198e2288bd1ac6c8be9,2025-12-19T12:30:51,short
682da3c6b723029f5eea7dca,Can Intraday Trading make you rich? Watch this video to find out!,,do you know what is the easiest way to make money it is through Inay trading you can make a lot of money just imagine living a life you have always wanted a luxury car a good vacation whenever you want and a Financial Freedom don't you want it okay something is definitely wrong here I've been trading for a while now so I'll give you an honest perspective on whether intraday trading can actually make money or not so let's get started,https://youtube.com/watch?v=682da3c6b723029f5eea7dca,2024-09-02T14:30:16,short
682da3c9b723029f5eea7e37,Is there a secret to make your first '1 crore'?,,"how did you guys make one CR in your life yeah I I kind of uh started saving uh around 2006 or 7 I was making a regular sip investment in a mutual fund uh which I discontinued uh probably uh 2 years ago my sip was about 2,000 Rupees every month I'm talking about 2006 yeah 2,000 Rupees or so uh that ballooned into close to about 40 40 laks what",https://youtube.com/watch?v=682da3c9b723029f5eea7e37,2024-05-20T15:30:10,short
682da3c9b723029f5eea7e4f,CAGR is not for SIPs,,most people who start investing make these exact same mistakes I've seen a million times who told you to look at cagr when you're doing sip no no you have systematic investment plan and you're investing every month in the first year you will put money 12 times your returns will not be cagr correct are sir what will it be you tell me IR internal rate of return if you want to know how well your sip is returning not the market then you have to use the IR metric not the AGR,https://youtube.com/watch?v=682da3c9b723029f5eea7e4f,2024-04-25T14:15:33,short
682da3c6b723029f5eea7ddd,Hey! That's Zero1 Fest 2024 ⚡,,,https://youtube.com/watch?v=682da3c6b723029f5eea7ddd,2024-08-09T15:30:24,short
682da3c2b723029f5eea7d38,The SECRET psychology of Apple! #shorts,,"the iphone 16 pro is not 119,000 before you hit three clicks to buy it consider this you won't buy the iphone 16 pro you'll buy the two fifty six gigabytes version because you need it apple care that you'll have to take and you need a good screen protector for the lakhs of rupees you've spent on this you'll also need a nice cover because they changed the camera and obviously you need a new charger because the old one is just you know it's not shiny enough now i'm not saying don't buy the iphone i'm a huge fan of their tech as well but you have to make sure that the purchase is not a stressful one it's a stress free one and something you can actually afford",https://youtube.com/watch?v=682da3c2b723029f5eea7d38,2025-01-16T14:00:27,short
682da3beb723029f5eea7cad,Kohli earnings from IPL post retirement!🏏,#shorts #trending #ipl #cricket #rcb #csk,this guy earned 1.1 crores at just 14 but he's not the only one printing money you see empires earned close to 4 lakhs per match and during playoffs this can go up to 8.2 lakhs then there's benchwarmers players who are part of the team but don't play still get their full salaries so if rishabh pant doesn't play he still gets to keep his 27 crore rupees and look here's how much commentators make akash chopra or suresh reina earn up to 4 crores each season while bcci earns millions from the league but pays zero tax and you and me we cheer from the stands paying up to 25% in entertainment taxes on our ipl tickets,https://youtube.com/watch?v=682da3beb723029f5eea7cad,2025-04-29T15:01:20,short
682da3beb723029f5eea7cc1,How big companies are fooling you ⚡,#shorts #trending #money,"What if I told you companies are making products worse on purpose? Did you know light bulbs used to last 2,500 hours? Then a group of companies, the Feebas Cartel, asked, ""How do we make more money?"" Their answer, ""Make bulbs burn out faster. Just 1,000 hours."" If a company made a longerlasting bulb, they were fined. And it's not just bulbs. Smartphones, once you could replace the battery. Now you're forced to buy a new one. Cosmetics, 1,200 face washes. Do we really need that many or is it just a sales trick? Phone cameras? Why not one with all the features? Instead, they sell you different models. Even Tesla, buy the car, but subscribe for self-driving. Companies are shifting to recurring income, making you pay forever. So next time you buy something, ask yourself, do I really need",https://youtube.com/watch?v=682da3beb723029f5eea7cc1,2025-04-12T14:00:18,short
682da3c8b723029f5eea7e28,Do you think it's easy to make money in Trading?,,you really think it's easy to make money in trading it depends on how you define trading if you're talking about day trading if you're talking about scalping if you're talking about extremely short term trades then that's a difficult bet my answer is get into trading only under two conditions one you're very serious about it and you want to become a full time trader or you're really rich and you don't give a what happens to your money but if you are not really dedicated full time trader and if you don't have a deep capital i can guarantee you that within a three to nine months span you'll lose all your money,https://youtube.com/watch?v=682da3c8b723029f5eea7e28,2024-06-03T15:30:00,short
682da3c9b723029f5eea7e3e,Real meaning of 'Average Salary',,this headline says average salary of the college was 28.8 lakhs but there's one more aspect to it it's how the average is calculated in this example we have 40 students who got 5 lakh rupees we have 25 students and 20 students who got 8 lakhs and 15 lakhs respectively 10 students who got 40 lakh rupees and just five students who got 80 lakhs so here's what you have to notice the mode is 5 lakh rupees which is the most number of students second the mean is 15 lakh rupees and it's 15 because we have some students you got 80 lakhs offer it them skewed what you have to look at is actually the median which is 8 lakhs this is the proper balance but not a lot of newspapers or media agencies actually talk about it they talk about that higher number 15 you know why cuz it's juy,https://youtube.com/watch?v=682da3c9b723029f5eea7e3e,2024-05-13T15:30:07,short
682da3bfb723029f5eea7cf2,Kamath Brothers at the Zero1 Fest! #shorts,,we're organizing the world's first Festival around money and wealth and the passes are absolutely free now I know that the rock concert is amazing the artists are great The Comedians are funny and even the experiences and games you play are fantastic but if you don't have good panelists you don't really get to learn anything so this year we have Sunil Shetty we have Raven the food farmer we have Paris Chopra from wingify Harel from Razer P paral gulati suhasini from yogabar Kik Rapa Kash and of course Nan and nikil and many more the passes are actually free but you have to actually earn them,https://youtube.com/watch?v=682da3bfb723029f5eea7cf2,2025-03-05T08:55:13,short
682da3c2b723029f5eea7d34,10 Min Delivery v/s Local Shop #shorts,,you go to your local vendor and say buy four twenty seven grams get the tamatar de do he'll say what either buy 500 grams two fifty grams or a kilo but the app doesn't do this the app is selling you four fifty grams you know why to prevent you from actually comparing from your local vendor or any other app because it's tough to convert the metrics and no one will do that math,https://youtube.com/watch?v=682da3c2b723029f5eea7d34,2025-01-19T14:00:40,short
682da3c3b723029f5eea7d8e,Don't waste your money over this! #shorts,,"50% off on this 3,000 rupee jacket is not A500 rupee discount almost everyone goes crazy over 70 80 90% off on the festive season sales but take a closer look this is a sneaky trick brand used to trick you into spending more let's say your favorite jacket is priced at 3,000 a flat 50% discount means half the price, 1500 rupees but up to 50% discount means the brand can put the discount number anywhere up to 50 in this case let's say it's just 20% your jacket is now for 2,400 RUP",https://youtube.com/watch?v=682da3c3b723029f5eea7d8e,2024-11-03T12:30:03,short
682da3c5b723029f5eea7dbf,Food prices may go up - Here's why,,the price of food may go up all because tripura has recorded the worst flood since 1956 and it's not just tripura heavy rainfalls have caused havoc in Gujarat as well but you know why this is happening it's happening because of the El Nino and the linia effect the first one causes delays in rainfalls and because of that we had droughts and heat waves during the Summers but the other one is actually causing higher than average rainfall turns out that's not good either especially because of the Cyclones in fact the problem is that this will lead to high food inflation for consumers because the crop yields they'll probably reduce this year how else do you think this effect will change your life,https://youtube.com/watch?v=682da3c5b723029f5eea7dbf,2024-09-10T15:00:59,short
682da3c5b723029f5eea7da2,Zero1 Women by Zerodha is LIVE!!!!  @Zero1hustle,,my favorite thing in the world is to be underestimated it's not like enough podcast podcast i think you eventually get paid depending on what you bring to the table knowing your worth and then adding gst being able to make financial decisions that are ethical also yeah i think is something that's so important we accumulated all that energy and i created this place so we'll talk about that,https://youtube.com/watch?v=682da3c5b723029f5eea7da2,2024-10-08T14:30:01,short
682da3c6b723029f5eea7df6,Exit mutual funds the RIGHT WAY! #shorts,Watch the full video here - https://youtu.be/aBvcg66gENc?si=3YqNp8aGQ1SVqvfE,you've not replied to my email what sir the markets are down i have to sell my mutual fund sell your mutual fund sir yeah how this works sometimes selling is even more important than buying so let's understand how selling or exiting a mutual fund works,https://youtube.com/watch?v=682da3c6b723029f5eea7df6,2024-07-18T11:30:12,short
682da3bfb723029f5eea7ccb,DMart’s Secret Strategy EXPOSED!!? ⚡,#shorts #dmart #blinkit #business #finance #trending,"Demart is big, but Blinket is everywhere. Demart wants you to step into their massive stores, load up a cart, and shop in bulk. But Blinket skips the store altogether using tech and 451 tiny dark stores, DMart plays the volume game. While Blinket caters to unplanned small ticket purchases. But here's the twist. While Demart's AOV is 2255, Blinkets's just 635 per order. And this is how much space they cover. Interestingly, Blinket's revenue per square foot is almost double that of Demart. While supermarkets have ruled for 20 plus years, but quick commerce is shaping the future of retail. As a consumer, what would you choose?",https://youtube.com/watch?v=682da3bfb723029f5eea7ccb,2025-04-06T15:30:01,short
682da3bfb723029f5eea7cd4,You Are Overpaying For Your iPhone!⚡,#shorts #finance #iphone #android #strategy,are iPhone users really paying extra every time they use their phone let's find out I tracked the expenses of two teammates for the day they started with taking a cab to the office from the same building both renewed their YouTube subscription and came back home to order some groceries and I found out that they actually paid different amounts during the day for the same things now it's not a lot but multiply this for the month and then for the entire year and it's more than what I had expected,https://youtube.com/watch?v=682da3bfb723029f5eea7cd4,2025-03-29T14:00:55,short
6896ba4a988583ce9f1d64cb,Does India need 2 timezones?,The time zone problem of India,"Take a look at this map. Russia has 11 time zones. France has 12, but our huge country only has one. And it costs us 29,000 crores every year. Let me explain. The sun rises in Mumbai at around 6:00 a.m. But in Gujhati, it's at 4:30 a.m. So by the time offices and schools open, peak daylight hours are already gone in the east. It leads to lower productivity and huge electricity consumption in the evenings because the sun sets early. But even though we can simply fix it by having a new 1 hour ahead time zone for the east, why do you think it hasn't happened",https://youtube.com/watch?v=6896ba4a988583ce9f1d64cb,2025-08-08T12:30:26,short
682da3beb723029f5eea7cc7,3 Star AC vs 5 Star AC- Which one should you get?⚡️,#shorts #savings #strategy,"A cheaper AC but higher electricity bill or an expensive AC and lower electricity bill. They say five-star AC saves 25% on your electricity bill, but that's only half the truth. The reality, it only consumes 25% less energy than a threestar AC. But that doesn't always translate to lower bills. In Delhi, a fivestar AC saves this much. Meaning you recover the extra cost in 3 years, 9 months. In Bangalore, it's 830 rupees per year, 11 plus years to break even. Not worth it. In Mumbai, with higher electricity rates, it's not that good. But here's the twist. A study found that during peak summer temperatures above 40° C, a five-star AC can consume 10 to 28% more power than its declared efficiency. So, three star or fivestar, the truth is it depends. So, don't fall for the sales page.",https://youtube.com/watch?v=682da3beb723029f5eea7cc7,2025-04-08T15:30:07,short
682da3c3b723029f5eea7d8d,3 Credit Card mistakes you should know,,"three credit card mistakes you are probably already making number one do not withdraw cash from your credit card let's say you withdraw 50,000 using your card you'd be charged a cash advance fee and on top of that if you forget to repay you'd also pay an interest which comes out to about 40 to 50% per anom number two don't make minimum payments when you receive your credit card statement you get to know the minimum amount due like this don't do the bare minimum payment here because not paying in full can come compound your interest to 50% on the outstanding amount so always pay the full due and on number three we have don't use your full credit limit you see if your limit is 1 lakh you shouldn't spend 1 lakh it can hurt your credit score and make it hard to get loans in the future idly you should not use more than 30% of your credit limit which in this case is 30,000 rupes",https://youtube.com/watch?v=682da3c3b723029f5eea7d8d,2024-11-04T12:30:10,short
682da3beb723029f5eea7cc0,Stop Wasting LIFE! Kunal Shah @CRED_club,#trendingshorts #trending #stockmarket #shorts #kunalshah,all this motivational porn that we watch on youtube and feel good about ourselves is not gonna make any impact to your life my worry is that in india we have increased our vocabulary dramatically and our skills to nothing i think the dangerous trap of this is imagining that somebody watching four hundred hours of watching how to swim will know how to swim so if i have to tell something that i have learned through years is that get shit done and get inaction,https://youtube.com/watch?v=682da3beb723029f5eea7cc0,2025-04-13T03:12:03,short
682da3c9b723029f5eea7e53,How do Chit fund work #chitfund #money,,"so let's understand what a chit fund is over here I have my little chit fund of four individuals four members why don't you all pull in your money notice they're all putting 1,000 rupees each equally for this month we have a total chit of 4,000 rupees this person over here will now bid in a reverse auction now the person who has bid the lowest not the highest the lowest which is 3,000 actually wins the pot but he doesn't get the 4,000 he wins only what he bid for that's 3,000 so what happens with this extra 1,000 that's left over well after I get my little commission from this as a foreman and this amount which is left over which is distributed amongst everyone is called a dividend it's how they earn",https://youtube.com/watch?v=682da3c9b723029f5eea7e53,2024-04-21T09:28:40,short
682da3beb723029f5eea7cb8,China fights back!!!⚡️,#shorts #trending #luxury #china #indiannews,"My feed is full of Chinese Tik Tockers trying to sell me these brands for onetenth of the price. Since Trump went nuts with the Chinese tariffs, China is retaliating using Tik Tok. They're making videos telling the world how their favorite luxury products are made in their factories for less than half the price. For example, Burkin, which claims to be made in Tuscanyany, may actually have more ties to Chinese factories. And this has shocked consumers. China claims that they can sell you the exact same thing without the logo. But here's where things get interesting. Cheap knockoffs have long been a specialty of China. It controls 86% of the world's fakes and knockoffs. So the real question is, is China exposing a truth the luxury world doesn't want you to know? Or is this just a clever way to undermine Western brands with highquality knockoffs?",https://youtube.com/watch?v=682da3beb723029f5eea7cb8,2025-04-19T15:30:27,short
682da3c8b723029f5eea7e09,How can you make your 1st Crore?,,most asked question was how do I make my first corod the catch is see if you chase one CR probably you'll get that one CR but it will Blindside you to the tens of crores which was lying around you then the second obvious thing of course is that we are in a high inflation country if you chase one CR by the time you get there it might be worth half as much with the kind of opportunities we are given with the kind of talent which lies in this country the kind of access to education you have just just remove that Anor number from your mind,https://youtube.com/watch?v=682da3c8b723029f5eea7e09,2024-06-28T15:30:15,short
682da3c8b723029f5eea7dff,Why are Indians preferring SUVs over Hatchbacks and Sedans?,,50% of all these cars were SUVs and hatchbacks stood at 27% and while SUV sales have more than doubled in The Last 5 Years other segments have been struggling but why the reason for this trend can be explained through the income elasticity of demand which states that the demand for luxury goods increases with the rise of your income that's why with increasing incomes in India consumers are preferring SUVs over hatchbacks and sedans because they get more premium features and minimal extra cost add to this the fact that sub4 met SUVs are taxed much lower than the regular ones SUVs have become a clear value for money choice for Indian consumers however in the coming years hatchbacks are expected to be back in demand because with the rising incomes two- wheeler owners will move towards hatchbacks but between the tussle of SUVs and hatchbacks do you think sedans will ever come back in demand,https://youtube.com/watch?v=682da3c8b723029f5eea7dff,2024-07-11T15:30:04,short
682da3c5b723029f5eea7d98,DO THIS & you will lose all your money! #scams,,one click and you can lose all your money if you get a call and there's a crying voice like this don't panic and first think that police uniform could be fake The Voice could be fake everything you see about this could be fake this is a common fraud these days but how do you communicate with your family in an emergency simple create a safe word talk to your parents and family right now and find out a word only you know so you couldn't get scammed this way you can double check whether it's really your family or just an AI voice,https://youtube.com/watch?v=682da3c5b723029f5eea7d98,2024-10-23T13:30:31,short
682da3cbb723029f5eea7e87,Where does all my money go? Join me on my #75dayshardchallenge Money edition 💰,,what I don't spend my money I don't even eat outside I don't have these crazy [Music] Hobbies so this year my New Year resolution is not to start a new sip it's actually to continue my older ones I don't want to invest and become rich and put in that resignation letter reality is sip start but continue and for that reason 01 has set me up this new challenge 75 days hard but money addition so I have to do these three things track my expenses read one money lesson and share the learnings with you well tracking your expenses is pretty easy you can use a diary an Excel sheet or one of the million apps out there so I'll take the Excel and as a challenge I'll update my progress here every week so make sure you follow along because,https://youtube.com/watch?v=682da3cbb723029f5eea7e87,2024-02-01T14:27:34,short
682da3c3b723029f5eea7d88,Not every great deal will save you money. But why?,,"this 99 rupee deal is actually going to empty your pocket by thousands of rupees like this is vandit vandit wants this chocolate for 100 rupees but he'll have to purchase 200 rupees worth of items to get free delivery but hey if vandit spends another 500 Rupees to free Coke but if he buys 1,500 K items though he'll get another 250 off that's a good deal and ultimately after getting all the discounts he spent 1,400 has this ever happened to you",https://youtube.com/watch?v=682da3c3b723029f5eea7d88,2024-11-10T13:30:27,short
682da3c5b723029f5eea7da0,A tribute to Ratan Tata.,,Shri ratan Tata is no more with us I got up this morning like millions of other people in India to read that he passed away so let's take a moment to think about his legacy after becoming the chairman of Tata group he grew revenues from 5 billion to over 100 billion by 2012 and not only this when he looked at the plight of the middle class he also tried to build the world's most affordable car the Tata Nano he even acquired iconic Brands such as Jaguar Land Rover tley and so many others but I think what truly set him apart was his philanthropy he even set up in his tataa headquarters in Mumbai a place for stray dogs he always believed in nation building so he did so much for healthcare education the Cancer Institute and so much more I think what we can learn from him is not only the business Legacy but that business can really be a force for good so here's a video sending him so much of love thank you for existing ranata and building the nation,https://youtube.com/watch?v=682da3c5b723029f5eea7da0,2024-10-10T14:07:10,short
682da3cbb723029f5eea7e6a,Are pink scarves leading to climate change? - Check out - ‘The Perspective’,,a girl walks into Zara and asks for a pink scarf you won't believe what happens next Zara says not available and also notices 20 other people asking around the world and Zara saying sorry it's not there so Zara pulls off a miracle they immediately manufactured 3 lakhs scarves sold around the world in just days is that amazing what a technological Marvel but you do realize all the rubbish that we seeing behind us comes from that H 15% of it yep so maybe we should talk about this in the actual episode right yeah fast fashion yes,https://youtube.com/watch?v=682da3cbb723029f5eea7e6a,2024-03-20T13:50:40,short
682da3c6b723029f5eea7dec,Acting/Social Media/Comedy - What pays more?,,out of all these career options that you have let's say acting social media and comedy in general which one do you think pays maximum social media and by social media i mean for me is it because of the quantum you know there's this founder he put a post saying you are paid in proportion to the problem you solve i said but how people fighting cancer people doing all of that they're not paid the way we are i had an emotional response right to that his reply to me was unfortunately entertainment of the masses is a bigger problem solved than curing one person's cancer i don't make the rules i'm just saying this is the math that he explained to me yeah,https://youtube.com/watch?v=682da3c6b723029f5eea7dec,2024-07-26T15:30:13,short
682da3c9b723029f5eea7e2f,'Free Trials' - Let's understand the psychological trick,,are are sir now you're saying free trials are bad free trials are fine they're actually a good thing you get free access to something you can cancel it the problem is the psychological trick behind it you'll also see this in cars if you go and buy some mid-level high-end car and say I want a trial the test drive which is also a trial they will give you the best model they have the most expensive one the one with the sunroof the one with the best speakers you'll go for the test drive now you won't go for the base right because you'll go for Mid or higher than that because when you go to the base it will feel naked it'll feel bringing you up to a point and then trying to sell you something over there that may be wrong because you need to buy what you need,https://youtube.com/watch?v=682da3c9b723029f5eea7e2f,2024-05-27T15:30:03,short
682da3c8b723029f5eea7e1a,"If you want to start your own restaurant, you should know this!",,"if your rent is 10,000 rupees a month you have to do a sale of 1 lakh a month if I need to start my own restaurant today how much money do I need see it could start with an investment of even 20 lakhs say you're doing a small say a a a 20 cover restaurant you're going to need at least 5 to 7 lakhs minimum on your kitchen equipment outside it all depends on what tables and chairs you have so I would say another 5 to 10 lakhs then you'll have a rent deposit which you have to pay you have a marketing expense you're not going to make any money in the first I would say one year",https://youtube.com/watch?v=682da3c8b723029f5eea7e1a,2024-06-14T15:30:14,short
